datetime,date,hour,temperature,humidity,wind_speed,month,season
2023-05-26T05:00:00+05:30,2023-05-26,5,27.3,82.72,4.26,5,Southwest Monsoon
2023-05-26T06:00:00+05:30,2023-05-26,6,29.4,82.49,4.17,5,Southwest Monsoon
2023-05-26T07:00:00+05:30,2023-05-26,7,28.92,80.07,4.02,5,Southwest Monsoon
2023-05-26T08:00:00+05:30,2023-05-26,8,29.84,79.27,4.67,5,Southwest Monsoon
2023-05-26T09:00:00+05:30,2023-05-26,9,29.8,79.51,4.37,5,Southwest Monsoon
2023-05-26T10:00:00+05:30,2023-05-26,10,30.66,78.78,4.52,5,Southwest Monsoon
2023-05-26T11:00:00+05:30,2023-05-26,11,31.18,75.79,4.61,5,Southwest Monsoon
2023-05-26T12:00:00+05:30,2023-05-26,12,32.59,77.77,4.35,5,Southwest Monsoon
2023-05-26T13:00:00+05:30,2023-05-26,13,31.63,76.09,4.28,5,Southwest Monsoon
2023-05-26T14:00:00+05:30,2023-05-26,14,30.36,78.98,4.04,5,Southwest Monsoon
2023-05-26T15:00:00+05:30,2023-05-26,15,30.44,78.05,4.02,5,Southwest Monsoon
2023-05-26T16:00:00+05:30,2023-05-26,16,29.73,75.6,4.12,5,Southwest Monsoon
2023-05-26T17:00:00+05:30,2023-05-26,17,29.5,75.94,4.53,5,Southwest Monsoon
2023-05-26T18:00:00+05:30,2023-05-26,18,29.62,83.24,4.17,5,Southwest Monsoon
2023-05-26T19:00:00+05:30,2023-05-26,19,27.49,83.37,4.18,5,Southwest Monsoon
2023-05-26T20:00:00+05:30,2023-05-26,20,27.97,83.97,4.93,5,Southwest Monsoon
2023-05-26T21:00:00+05:30,2023-05-26,21,27.69,86.07,4.75,5,Southwest Monsoon
2023-05-26T22:00:00+05:30,2023-05-26,22,27.19,88.38,4.4,5,Southwest Monsoon
2023-05-26T23:00:00+05:30,2023-05-26,23,27.07,86.99,4.21,5,Southwest Monsoon
2023-05-27T00:00:00+05:30,2023-05-27,0,26.9,89.19,4.72,5,Southwest Monsoon
2023-05-27T01:00:00+05:30,2023-05-27,1,26.76,88.27,4.17,5,Southwest Monsoon
2023-05-27T02:00:00+05:30,2023-05-27,2,26.47,86.42,4.09,5,Southwest Monsoon
2023-05-27T03:00:00+05:30,2023-05-27,3,28.41,85.41,4.55,5,Southwest Monsoon
2023-05-27T04:00:00+05:30,2023-05-27,4,27.63,87.91,4.28,5,Southwest Monsoon
2023-05-27T05:00:00+05:30,2023-05-27,5,27.75,79.68,4.13,5,Southwest Monsoon
2023-05-27T06:00:00+05:30,2023-05-27,6,28.66,83.29,4.17,5,Southwest Monsoon
2023-05-27T07:00:00+05:30,2023-05-27,7,30.32,80.64,4.22,5,Southwest Monsoon
2023-05-27T08:00:00+05:30,2023-05-27,8,30.16,80.72,4.58,5,Southwest Monsoon
2023-05-27T09:00:00+05:30,2023-05-27,9,30.88,80.92,4.08,5,Southwest Monsoon
2023-05-27T10:00:00+05:30,2023-05-27,10,30.85,75.7,4.62,5,Southwest Monsoon
2023-05-27T11:00:00+05:30,2023-05-27,11,30.08,77.39,4.74,5,Southwest Monsoon
2023-05-27T12:00:00+05:30,2023-05-27,12,31.55,79.02,4.15,5,Southwest Monsoon
2023-05-27T13:00:00+05:30,2023-05-27,13,31.3,75.38,4.6,5,Southwest Monsoon
2023-05-27T14:00:00+05:30,2023-05-27,14,30.02,79.12,4.53,5,Southwest Monsoon
2023-05-27T15:00:00+05:30,2023-05-27,15,29.76,78.59,4.63,5,Southwest Monsoon
2023-05-27T16:00:00+05:30,2023-05-27,16,30.1,80.42,4.05,5,Southwest Monsoon
2023-05-27T17:00:00+05:30,2023-05-27,17,29.71,80.47,4.17,5,Southwest Monsoon
2023-05-27T18:00:00+05:30,2023-05-27,18,29.79,77.47,4.52,5,Southwest Monsoon
2023-05-27T19:00:00+05:30,2023-05-27,19,27.94,84.73,4.07,5,Southwest Monsoon
2023-05-27T20:00:00+05:30,2023-05-27,20,28.64,85.15,4.65,5,Southwest Monsoon
2023-05-27T21:00:00+05:30,2023-05-27,21,26.78,87.34,4.34,5,Southwest Monsoon
2023-05-27T22:00:00+05:30,2023-05-27,22,26.36,87.1,4.28,5,Southwest Monsoon
2023-05-27T23:00:00+05:30,2023-05-27,23,26.88,87.33,4.06,5,Southwest Monsoon
2023-05-28T00:00:00+05:30,2023-05-28,0,26.78,85.06,4.71,5,Southwest Monsoon
2023-05-28T01:00:00+05:30,2023-05-28,1,27.0,88.61,4.31,5,Southwest Monsoon
2023-05-28T02:00:00+05:30,2023-05-28,2,27.25,85.61,4.51,5,Southwest Monsoon
2023-05-28T03:00:00+05:30,2023-05-28,3,27.65,85.22,4.24,5,Southwest Monsoon
2023-05-28T04:00:00+05:30,2023-05-28,4,27.92,83.76,4.05,5,Southwest Monsoon
2023-05-28T05:00:00+05:30,2023-05-28,5,28.31,83.29,4.06,5,Southwest Monsoon
2023-05-28T06:00:00+05:30,2023-05-28,6,29.03,82.44,4.78,5,Southwest Monsoon
2023-05-28T07:00:00+05:30,2023-05-28,7,29.42,79.71,4.08,5,Southwest Monsoon
2023-05-28T08:00:00+05:30,2023-05-28,8,29.54,78.51,4.49,5,Southwest Monsoon
2023-05-28T09:00:00+05:30,2023-05-28,9,29.62,77.58,4.33,5,Southwest Monsoon
2023-05-28T10:00:00+05:30,2023-05-28,10,30.72,76.83,4.77,5,Southwest Monsoon
2023-05-28T11:00:00+05:30,2023-05-28,11,31.13,78.01,4.15,5,Southwest Monsoon
2023-05-28T12:00:00+05:30,2023-05-28,12,30.23,81.42,5.27,5,Southwest Monsoon
2023-05-28T13:00:00+05:30,2023-05-28,13,30.44,73.63,4.32,5,Southwest Monsoon
2023-05-28T14:00:00+05:30,2023-05-28,14,29.9,80.61,5.19,5,Southwest Monsoon
2023-05-28T15:00:00+05:30,2023-05-28,15,29.85,80.78,4.15,5,Southwest Monsoon
2023-05-28T16:00:00+05:30,2023-05-28,16,29.78,79.06,4.72,5,Southwest Monsoon
2023-05-28T17:00:00+05:30,2023-05-28,17,29.47,78.95,4.44,5,Southwest Monsoon
2023-05-28T18:00:00+05:30,2023-05-28,18,29.21,85.95,4.4,5,Southwest Monsoon
2023-05-28T19:00:00+05:30,2023-05-28,19,27.89,85.18,4.55,5,Southwest Monsoon
2023-05-28T20:00:00+05:30,2023-05-28,20,27.63,84.79,4.59,5,Southwest Monsoon
2023-05-28T21:00:00+05:30,2023-05-28,21,28.0,87.76,4.31,5,Southwest Monsoon
2023-05-28T22:00:00+05:30,2023-05-28,22,28.17,85.23,5.84,5,Southwest Monsoon
2023-05-28T23:00:00+05:30,2023-05-28,23,26.8,87.71,4.03,5,Southwest Monsoon
2023-05-29T00:00:00+05:30,2023-05-29,0,26.4,89.12,5.51,5,Southwest Monsoon
2023-05-29T01:00:00+05:30,2023-05-29,1,27.38,85.86,4.69,5,Southwest Monsoon
2023-05-29T02:00:00+05:30,2023-05-29,2,27.11,86.95,4.44,5,Southwest Monsoon
2023-05-29T03:00:00+05:30,2023-05-29,3,28.27,87.36,5.69,5,Southwest Monsoon
2023-05-29T04:00:00+05:30,2023-05-29,4,27.89,85.43,4.08,5,Southwest Monsoon
2023-05-29T05:00:00+05:30,2023-05-29,5,28.46,77.49,4.16,5,Southwest Monsoon
2023-05-29T06:00:00+05:30,2023-05-29,6,29.86,81.28,4.07,5,Southwest Monsoon
2023-05-29T07:00:00+05:30,2023-05-29,7,28.94,79.79,4.23,5,Southwest Monsoon
2023-05-29T08:00:00+05:30,2023-05-29,8,30.09,79.02,5.2,5,Southwest Monsoon
2023-05-29T09:00:00+05:30,2023-05-29,9,30.31,77.05,5.57,5,Southwest Monsoon
2023-05-29T10:00:00+05:30,2023-05-29,10,31.04,76.25,4.42,5,Southwest Monsoon
2023-05-29T11:00:00+05:30,2023-05-29,11,31.77,73.74,4.1,5,Southwest Monsoon
2023-05-29T12:00:00+05:30,2023-05-29,12,31.36,77.78,4.02,5,Southwest Monsoon
2023-05-29T13:00:00+05:30,2023-05-29,13,31.21,74.44,4.74,5,Southwest Monsoon
2023-05-29T14:00:00+05:30,2023-05-29,14,29.81,76.83,4.2,5,Southwest Monsoon
2023-05-29T15:00:00+05:30,2023-05-29,15,30.24,80.57,4.09,5,Southwest Monsoon
2023-05-29T16:00:00+05:30,2023-05-29,16,29.94,79.77,4.42,5,Southwest Monsoon
2023-05-29T17:00:00+05:30,2023-05-29,17,28.91,79.96,5.37,5,Southwest Monsoon
2023-05-29T18:00:00+05:30,2023-05-29,18,29.18,80.87,4.46,5,Southwest Monsoon
2023-05-29T19:00:00+05:30,2023-05-29,19,27.67,82.08,4.15,5,Southwest Monsoon
2023-05-29T20:00:00+05:30,2023-05-29,20,28.65,85.83,4.28,5,Southwest Monsoon
2023-05-29T21:00:00+05:30,2023-05-29,21,28.31,86.27,5.54,5,Southwest Monsoon
2023-05-29T22:00:00+05:30,2023-05-29,22,27.85,88.51,4.2,5,Southwest Monsoon
2023-05-29T23:00:00+05:30,2023-05-29,23,27.26,86.34,4.85,5,Southwest Monsoon
2023-05-30T00:00:00+05:30,2023-05-30,0,27.33,85.41,4.44,5,Southwest Monsoon
2023-05-30T01:00:00+05:30,2023-05-30,1,27.95,84.62,4.54,5,Southwest Monsoon
2023-05-30T02:00:00+05:30,2023-05-30,2,27.0,90.54,4.07,5,Southwest Monsoon
2023-05-30T03:00:00+05:30,2023-05-30,3,27.25,85.77,4.21,5,Southwest Monsoon
2023-05-30T04:00:00+05:30,2023-05-30,4,28.5,84.64,4.97,5,Southwest Monsoon
2023-05-30T05:00:00+05:30,2023-05-30,5,28.26,86.62,4.21,5,Southwest Monsoon
2023-05-30T06:00:00+05:30,2023-05-30,6,28.76,82.8,4.79,5,Southwest Monsoon
2023-05-30T07:00:00+05:30,2023-05-30,7,29.03,78.46,4.45,5,Southwest Monsoon
2023-05-30T08:00:00+05:30,2023-05-30,8,29.71,79.64,4.95,5,Southwest Monsoon
2023-05-30T09:00:00+05:30,2023-05-30,9,30.86,75.9,4.2,5,Southwest Monsoon
2023-05-30T10:00:00+05:30,2023-05-30,10,30.41,77.33,4.7,5,Southwest Monsoon
2023-05-30T11:00:00+05:30,2023-05-30,11,31.03,75.51,4.75,5,Southwest Monsoon
2023-05-30T12:00:00+05:30,2023-05-30,12,30.49,75.99,4.89,5,Southwest Monsoon
2023-05-30T13:00:00+05:30,2023-05-30,13,31.05,78.5,5.14,5,Southwest Monsoon
2023-05-30T14:00:00+05:30,2023-05-30,14,31.01,77.67,4.63,5,Southwest Monsoon
2023-05-30T15:00:00+05:30,2023-05-30,15,30.31,77.99,4.69,5,Southwest Monsoon
2023-05-30T16:00:00+05:30,2023-05-30,16,30.83,76.23,5.08,5,Southwest Monsoon
2023-05-30T17:00:00+05:30,2023-05-30,17,29.5,81.97,5.16,5,Southwest Monsoon
2023-05-30T18:00:00+05:30,2023-05-30,18,29.01,84.82,4.35,5,Southwest Monsoon
2023-05-30T19:00:00+05:30,2023-05-30,19,28.37,81.34,4.24,5,Southwest Monsoon
2023-05-30T20:00:00+05:30,2023-05-30,20,28.8,81.01,4.76,5,Southwest Monsoon
2023-05-30T21:00:00+05:30,2023-05-30,21,26.92,86.22,4.07,5,Southwest Monsoon
2023-05-30T22:00:00+05:30,2023-05-30,22,28.36,85.47,4.06,5,Southwest Monsoon
2023-05-30T23:00:00+05:30,2023-05-30,23,26.7,86.3,5.12,5,Southwest Monsoon
2023-05-31T00:00:00+05:30,2023-05-31,0,26.92,86.96,4.1,5,Southwest Monsoon
2023-05-31T01:00:00+05:30,2023-05-31,1,26.92,91.1,4.42,5,Southwest Monsoon
2023-05-31T02:00:00+05:30,2023-05-31,2,27.39,86.12,4.22,5,Southwest Monsoon
2023-05-31T03:00:00+05:30,2023-05-31,3,27.82,83.73,6.39,5,Southwest Monsoon
2023-05-31T04:00:00+05:30,2023-05-31,4,28.28,83.67,4.22,5,Southwest Monsoon
2023-05-31T05:00:00+05:30,2023-05-31,5,28.26,82.32,4.39,5,Southwest Monsoon
2023-05-31T06:00:00+05:30,2023-05-31,6,29.37,83.33,5.8,5,Southwest Monsoon
2023-05-31T07:00:00+05:30,2023-05-31,7,29.16,80.23,4.16,5,Southwest Monsoon
2023-05-31T08:00:00+05:30,2023-05-31,8,29.99,79.12,4.14,5,Southwest Monsoon
2023-05-31T09:00:00+05:30,2023-05-31,9,31.17,78.7,5.86,5,Southwest Monsoon
2023-05-31T10:00:00+05:30,2023-05-31,10,30.91,77.63,5.41,5,Southwest Monsoon
2023-05-31T11:00:00+05:30,2023-05-31,11,30.93,80.22,4.31,5,Southwest Monsoon
2023-05-31T12:00:00+05:30,2023-05-31,12,31.46,79.39,4.25,5,Southwest Monsoon
2023-05-31T13:00:00+05:30,2023-05-31,13,30.02,75.93,4.01,5,Southwest Monsoon
2023-05-31T14:00:00+05:30,2023-05-31,14,30.56,78.93,4.31,5,Southwest Monsoon
2023-05-31T15:00:00+05:30,2023-05-31,15,30.54,78.09,4.52,5,Southwest Monsoon
2023-05-31T16:00:00+05:30,2023-05-31,16,30.55,78.19,4.41,5,Southwest Monsoon
2023-05-31T17:00:00+05:30,2023-05-31,17,29.61,77.81,4.17,5,Southwest Monsoon
2023-05-31T18:00:00+05:30,2023-05-31,18,29.77,78.83,4.31,5,Southwest Monsoon
2023-05-31T19:00:00+05:30,2023-05-31,19,28.23,83.34,4.03,5,Southwest Monsoon
2023-05-31T20:00:00+05:30,2023-05-31,20,28.39,85.74,5.1,5,Southwest Monsoon
2023-05-31T21:00:00+05:30,2023-05-31,21,27.28,86.32,5.23,5,Southwest Monsoon
2023-05-31T22:00:00+05:30,2023-05-31,22,26.85,87.51,4.39,5,Southwest Monsoon
2023-05-31T23:00:00+05:30,2023-05-31,23,27.56,85.26,4.43,5,Southwest Monsoon
2023-06-01T00:00:00+05:30,2023-06-01,0,26.32,90.77,5.39,6,Southwest Monsoon
2023-06-01T01:00:00+05:30,2023-06-01,1,26.42,90.46,5.74,6,Southwest Monsoon
2023-06-01T02:00:00+05:30,2023-06-01,2,26.19,88.9,5.24,6,Southwest Monsoon
2023-06-01T03:00:00+05:30,2023-06-01,3,26.65,86.16,5.22,6,Southwest Monsoon
2023-06-01T04:00:00+05:30,2023-06-01,4,27.17,87.45,5.31,6,Southwest Monsoon
2023-06-01T05:00:00+05:30,2023-06-01,5,28.58,86.23,5.83,6,Southwest Monsoon
2023-06-01T06:00:00+05:30,2023-06-01,6,28.17,82.22,5.44,6,Southwest Monsoon
2023-06-01T07:00:00+05:30,2023-06-01,7,28.47,83.32,6.35,6,Southwest Monsoon
2023-06-01T08:00:00+05:30,2023-06-01,8,29.26,83.84,5.36,6,Southwest Monsoon
2023-06-01T09:00:00+05:30,2023-06-01,9,28.91,80.04,6.51,6,Southwest Monsoon
2023-06-01T10:00:00+05:30,2023-06-01,10,29.33,76.91,5.77,6,Southwest Monsoon
2023-06-01T11:00:00+05:30,2023-06-01,11,30.07,77.97,5.89,6,Southwest Monsoon
2023-06-01T12:00:00+05:30,2023-06-01,12,29.61,77.14,5.29,6,Southwest Monsoon
2023-06-01T13:00:00+05:30,2023-06-01,13,30.53,79.32,5.48,6,Southwest Monsoon
2023-06-01T14:00:00+05:30,2023-06-01,14,30.17,81.4,7.01,6,Southwest Monsoon
2023-06-01T15:00:00+05:30,2023-06-01,15,29.12,77.65,5.29,6,Southwest Monsoon
2023-06-01T16:00:00+05:30,2023-06-01,16,29.5,81.04,5.32,6,Southwest Monsoon
2023-06-01T17:00:00+05:30,2023-06-01,17,29.22,84.25,5.87,6,Southwest Monsoon
2023-06-01T18:00:00+05:30,2023-06-01,18,28.57,84.36,6.48,6,Southwest Monsoon
2023-06-01T19:00:00+05:30,2023-06-01,19,27.42,86.5,5.43,6,Southwest Monsoon
2023-06-01T20:00:00+05:30,2023-06-01,20,27.13,84.98,5.66,6,Southwest Monsoon
2023-06-01T21:00:00+05:30,2023-06-01,21,26.73,89.12,6.23,6,Southwest Monsoon
2023-06-01T22:00:00+05:30,2023-06-01,22,27.57,90.48,5.91,6,Southwest Monsoon
2023-06-01T23:00:00+05:30,2023-06-01,23,27.06,90.65,6.04,6,Southwest Monsoon
2023-06-02T00:00:00+05:30,2023-06-02,0,26.04,91.47,5.75,6,Southwest Monsoon
2023-06-02T01:00:00+05:30,2023-06-02,1,26.24,90.77,5.35,6,Southwest Monsoon
2023-06-02T02:00:00+05:30,2023-06-02,2,27.63,86.72,5.41,6,Southwest Monsoon
2023-06-02T03:00:00+05:30,2023-06-02,3,26.75,87.79,5.34,6,Southwest Monsoon
2023-06-02T04:00:00+05:30,2023-06-02,4,26.55,86.69,5.66,6,Southwest Monsoon
2023-06-02T05:00:00+05:30,2023-06-02,5,27.2,85.6,5.64,6,Southwest Monsoon
2023-06-02T06:00:00+05:30,2023-06-02,6,27.21,88.53,5.24,6,Southwest Monsoon
2023-06-02T07:00:00+05:30,2023-06-02,7,28.93,82.42,5.21,6,Southwest Monsoon
2023-06-02T08:00:00+05:30,2023-06-02,8,28.36,84.38,5.54,6,Southwest Monsoon
2023-06-02T09:00:00+05:30,2023-06-02,9,29.05,79.75,5.67,6,Southwest Monsoon
2023-06-02T10:00:00+05:30,2023-06-02,10,29.69,82.67,5.72,6,Southwest Monsoon
2023-06-02T11:00:00+05:30,2023-06-02,11,30.49,79.53,5.37,6,Southwest Monsoon
2023-06-02T12:00:00+05:30,2023-06-02,12,30.02,75.14,6.26,6,Southwest Monsoon
2023-06-02T13:00:00+05:30,2023-06-02,13,29.54,80.08,6.06,6,Southwest Monsoon
2023-06-02T14:00:00+05:30,2023-06-02,14,30.36,81.44,5.88,6,Southwest Monsoon
2023-06-02T15:00:00+05:30,2023-06-02,15,29.52,80.62,5.35,6,Southwest Monsoon
2023-06-02T16:00:00+05:30,2023-06-02,16,28.99,82.8,5.29,6,Southwest Monsoon
2023-06-02T17:00:00+05:30,2023-06-02,17,28.43,81.53,5.32,6,Southwest Monsoon
2023-06-02T18:00:00+05:30,2023-06-02,18,27.64,84.41,5.68,6,Southwest Monsoon
2023-06-02T19:00:00+05:30,2023-06-02,19,29.16,85.73,5.93,6,Southwest Monsoon
2023-06-02T20:00:00+05:30,2023-06-02,20,27.02,85.81,6.2,6,Southwest Monsoon
2023-06-02T21:00:00+05:30,2023-06-02,21,26.44,90.15,5.7,6,Southwest Monsoon
2023-06-02T22:00:00+05:30,2023-06-02,22,26.42,89.49,5.5,6,Southwest Monsoon
2023-06-02T23:00:00+05:30,2023-06-02,23,25.92,91.25,5.93,6,Southwest Monsoon
2023-06-03T00:00:00+05:30,2023-06-03,0,26.01,90.78,5.52,6,Southwest Monsoon
2023-06-03T01:00:00+05:30,2023-06-03,1,26.09,90.24,5.85,6,Southwest Monsoon
2023-06-03T02:00:00+05:30,2023-06-03,2,27.34,89.87,5.32,6,Southwest Monsoon
2023-06-03T03:00:00+05:30,2023-06-03,3,26.84,88.61,5.57,6,Southwest Monsoon
2023-06-03T04:00:00+05:30,2023-06-03,4,27.29,84.4,5.85,6,Southwest Monsoon
2023-06-03T05:00:00+05:30,2023-06-03,5,27.81,88.32,5.26,6,Southwest Monsoon
2023-06-03T06:00:00+05:30,2023-06-03,6,28.17,83.22,5.81,6,Southwest Monsoon
2023-06-03T07:00:00+05:30,2023-06-03,7,29.16,85.78,5.38,6,Southwest Monsoon
2023-06-03T08:00:00+05:30,2023-06-03,8,28.4,83.72,5.6,6,Southwest Monsoon
2023-06-03T09:00:00+05:30,2023-06-03,9,29.54,82.61,5.32,6,Southwest Monsoon
2023-06-03T10:00:00+05:30,2023-06-03,10,30.88,80.12,5.4,6,Southwest Monsoon
2023-06-03T11:00:00+05:30,2023-06-03,11,30.33,78.6,6.02,6,Southwest Monsoon
2023-06-03T12:00:00+05:30,2023-06-03,12,30.94,79.14,5.68,6,Southwest Monsoon
2023-06-03T13:00:00+05:30,2023-06-03,13,29.79,76.74,5.35,6,Southwest Monsoon
2023-06-03T14:00:00+05:30,2023-06-03,14,30.0,77.52,5.22,6,Southwest Monsoon
2023-06-03T15:00:00+05:30,2023-06-03,15,29.61,80.5,6.61,6,Southwest Monsoon
2023-06-03T16:00:00+05:30,2023-06-03,16,28.88,79.75,5.48,6,Southwest Monsoon
2023-06-03T17:00:00+05:30,2023-06-03,17,28.46,85.14,5.4,6,Southwest Monsoon
2023-06-03T18:00:00+05:30,2023-06-03,18,27.63,84.41,5.2,6,Southwest Monsoon
2023-06-03T19:00:00+05:30,2023-06-03,19,26.56,84.46,5.54,6,Southwest Monsoon
2023-06-03T20:00:00+05:30,2023-06-03,20,27.14,88.81,5.21,6,Southwest Monsoon
2023-06-03T21:00:00+05:30,2023-06-03,21,27.77,89.11,5.69,6,Southwest Monsoon
2023-06-03T22:00:00+05:30,2023-06-03,22,26.27,89.03,7.12,6,Southwest Monsoon
2023-06-03T23:00:00+05:30,2023-06-03,23,27.1,92.04,6.27,6,Southwest Monsoon
2023-06-04T00:00:00+05:30,2023-06-04,0,26.36,91.37,5.77,6,Southwest Monsoon
2023-06-04T01:00:00+05:30,2023-06-04,1,27.01,89.86,5.32,6,Southwest Monsoon
2023-06-04T02:00:00+05:30,2023-06-04,2,26.74,90.21,5.47,6,Southwest Monsoon
2023-06-04T03:00:00+05:30,2023-06-04,3,27.24,85.81,5.31,6,Southwest Monsoon
2023-06-04T04:00:00+05:30,2023-06-04,4,28.29,89.92,5.61,6,Southwest Monsoon
2023-06-04T05:00:00+05:30,2023-06-04,5,27.3,86.82,5.69,6,Southwest Monsoon
2023-06-04T06:00:00+05:30,2023-06-04,6,27.11,79.63,5.32,6,Southwest Monsoon
2023-06-04T07:00:00+05:30,2023-06-04,7,29.06,83.54,5.32,6,Southwest Monsoon
2023-06-04T08:00:00+05:30,2023-06-04,8,28.91,82.88,5.58,6,Southwest Monsoon
2023-06-04T09:00:00+05:30,2023-06-04,9,30.16,79.26,5.28,6,Southwest Monsoon
2023-06-04T10:00:00+05:30,2023-06-04,10,30.3,81.87,5.63,6,Southwest Monsoon
2023-06-04T11:00:00+05:30,2023-06-04,11,30.47,79.79,5.3,6,Southwest Monsoon
2023-06-04T12:00:00+05:30,2023-06-04,12,30.66,81.88,5.61,6,Southwest Monsoon
2023-06-04T13:00:00+05:30,2023-06-04,13,30.66,75.33,5.55,6,Southwest Monsoon
2023-06-04T14:00:00+05:30,2023-06-04,14,30.01,78.87,6.18,6,Southwest Monsoon
2023-06-04T15:00:00+05:30,2023-06-04,15,29.8,81.94,5.32,6,Southwest Monsoon
2023-06-04T16:00:00+05:30,2023-06-04,16,29.91,80.84,5.22,6,Southwest Monsoon
2023-06-04T17:00:00+05:30,2023-06-04,17,29.56,83.45,5.22,6,Southwest Monsoon
2023-06-04T18:00:00+05:30,2023-06-04,18,29.02,83.12,5.25,6,Southwest Monsoon
2023-06-04T19:00:00+05:30,2023-06-04,19,27.3,84.23,6.0,6,Southwest Monsoon
2023-06-04T20:00:00+05:30,2023-06-04,20,28.46,89.32,5.28,6,Southwest Monsoon
2023-06-04T21:00:00+05:30,2023-06-04,21,27.81,89.09,5.23,6,Southwest Monsoon
2023-06-04T22:00:00+05:30,2023-06-04,22,27.61,90.15,6.97,6,Southwest Monsoon
2023-06-04T23:00:00+05:30,2023-06-04,23,26.31,93.97,5.73,6,Southwest Monsoon
2023-06-05T00:00:00+05:30,2023-06-05,0,26.56,90.07,5.92,6,Southwest Monsoon
2023-06-05T01:00:00+05:30,2023-06-05,1,26.31,89.78,5.36,6,Southwest Monsoon
2023-06-05T02:00:00+05:30,2023-06-05,2,26.66,91.63,5.35,6,Southwest Monsoon
2023-06-05T03:00:00+05:30,2023-06-05,3,26.47,88.86,5.24,6,Southwest Monsoon
2023-06-05T04:00:00+05:30,2023-06-05,4,27.29,87.04,6.84,6,Southwest Monsoon
2023-06-05T05:00:00+05:30,2023-06-05,5,28.02,86.78,5.25,6,Southwest Monsoon
2023-06-05T06:00:00+05:30,2023-06-05,6,28.19,91.01,5.34,6,Southwest Monsoon
2023-06-05T07:00:00+05:30,2023-06-05,7,27.77,86.82,5.29,6,Southwest Monsoon
2023-06-05T08:00:00+05:30,2023-06-05,8,29.54,83.05,5.47,6,Southwest Monsoon
2023-06-05T09:00:00+05:30,2023-06-05,9,29.25,81.21,5.44,6,Southwest Monsoon
2023-06-05T10:00:00+05:30,2023-06-05,10,30.34,77.39,5.43,6,Southwest Monsoon
2023-06-05T11:00:00+05:30,2023-06-05,11,31.62,80.58,6.25,6,Southwest Monsoon
2023-06-05T12:00:00+05:30,2023-06-05,12,30.49,81.38,5.94,6,Southwest Monsoon
2023-06-05T13:00:00+05:30,2023-06-05,13,29.88,79.81,5.82,6,Southwest Monsoon
2023-06-05T14:00:00+05:30,2023-06-05,14,31.09,76.14,7.52,6,Southwest Monsoon
2023-06-05T15:00:00+05:30,2023-06-05,15,29.29,83.67,5.21,6,Southwest Monsoon
2023-06-05T16:00:00+05:30,2023-06-05,16,29.05,79.62,6.32,6,Southwest Monsoon
2023-06-05T17:00:00+05:30,2023-06-05,17,28.81,81.24,5.77,6,Southwest Monsoon
2023-06-05T18:00:00+05:30,2023-06-05,18,27.68,84.92,5.68,6,Southwest Monsoon
2023-06-05T19:00:00+05:30,2023-06-05,19,27.69,83.63,5.32,6,Southwest Monsoon
2023-06-05T20:00:00+05:30,2023-06-05,20,26.59,90.14,5.82,6,Southwest Monsoon
2023-06-05T21:00:00+05:30,2023-06-05,21,26.49,89.63,5.36,6,Southwest Monsoon
2023-06-05T22:00:00+05:30,2023-06-05,22,25.43,93.0,5.6,6,Southwest Monsoon
2023-06-05T23:00:00+05:30,2023-06-05,23,26.51,86.46,5.5,6,Southwest Monsoon
2023-06-06T00:00:00+05:30,2023-06-06,0,25.77,90.0,5.48,6,Southwest Monsoon
2023-06-06T01:00:00+05:30,2023-06-06,1,26.43,92.12,5.33,6,Southwest Monsoon
2023-06-06T02:00:00+05:30,2023-06-06,2,26.74,89.63,5.46,6,Southwest Monsoon
2023-06-06T03:00:00+05:30,2023-06-06,3,26.69,87.59,6.01,6,Southwest Monsoon
2023-06-06T04:00:00+05:30,2023-06-06,4,27.47,89.49,5.32,6,Southwest Monsoon
2023-06-06T05:00:00+05:30,2023-06-06,5,27.76,83.2,5.8,6,Southwest Monsoon
2023-06-06T06:00:00+05:30,2023-06-06,6,28.63,84.92,5.27,6,Southwest Monsoon
2023-06-06T07:00:00+05:30,2023-06-06,7,29.24,84.99,5.22,6,Southwest Monsoon
2023-06-06T08:00:00+05:30,2023-06-06,8,28.84,83.29,5.25,6,Southwest Monsoon
2023-06-06T09:00:00+05:30,2023-06-06,9,29.31,81.76,5.49,6,Southwest Monsoon
2023-06-06T10:00:00+05:30,2023-06-06,10,30.68,79.95,5.93,6,Southwest Monsoon
2023-06-06T11:00:00+05:30,2023-06-06,11,30.2,74.94,5.52,6,Southwest Monsoon
2023-06-06T12:00:00+05:30,2023-06-06,12,29.7,77.83,5.44,6,Southwest Monsoon
2023-06-06T13:00:00+05:30,2023-06-06,13,30.85,80.2,5.68,6,Southwest Monsoon
2023-06-06T14:00:00+05:30,2023-06-06,14,29.83,82.91,6.2,6,Southwest Monsoon
2023-06-06T15:00:00+05:30,2023-06-06,15,29.33,79.09,5.57,6,Southwest Monsoon
2023-06-06T16:00:00+05:30,2023-06-06,16,29.53,80.37,5.61,6,Southwest Monsoon
2023-06-06T17:00:00+05:30,2023-06-06,17,28.83,85.78,5.35,6,Southwest Monsoon
2023-06-06T18:00:00+05:30,2023-06-06,18,28.07,83.8,5.82,6,Southwest Monsoon
2023-06-06T19:00:00+05:30,2023-06-06,19,28.13,87.69,6.31,6,Southwest Monsoon
